C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,ORG_ID
지수종류별,2.511609,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202412,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,2.403463,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202501,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,2.334724,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202502,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,2.330906,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202503,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,2.217319,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202504,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,2.112976,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202505,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.91248,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202506,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.82556,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202507,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.860375,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202508,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.861904,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202509,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.753137,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202510,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.747314,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202511,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,1.754536,13102792819A.0702,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,202512,2026-01-19,KOSPI MidCap,중형주,%,dividend yield,343
지수종류별,3.46,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200401,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.46,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200402,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.53,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200403,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.75,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200404,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.98,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200405,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.99,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200406,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,4.32,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200407,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.98,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200408,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.77,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200409,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.65,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200410,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.44,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200411,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.47,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200412,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200501,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.44,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200502,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.59,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200503,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200504,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.85,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200505,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.47,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200506,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.22,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200507,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.28,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200508,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.9,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200509,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.81,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200510,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.55,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200511,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.61,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200512,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.66,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200601,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.67,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200602,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.65,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200603,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.66,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200604,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.84,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200605,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.92,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200606,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.12,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200607,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200608,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.08,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200609,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.1,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200610,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.92,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200611,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200612,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.11,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200701,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.02,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200702,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.89,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200703,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.9,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200704,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.57,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200705,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.56,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200706,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.36,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200707,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.31,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200708,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.3,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200709,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.4,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200710,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.5,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200711,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.52,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200712,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.72,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200801,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.57,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200802,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.93,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200803,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.79,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200804,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.71,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200805,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.71,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200806,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.84,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200807,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.03,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200808,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.2,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200809,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.16,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200810,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.21,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200811,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.99,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200812,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.84,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200901,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.84,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200902,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.711116,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200903,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,3.096783,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200904,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.635087,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200905,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.652301,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200906,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.562072,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200907,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.436871,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200908,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.474718,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200909,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.532281,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200910,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.58016,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200911,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.455906,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,200912,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.515683,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201001,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.46599,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201002,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.515196,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201003,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.712016,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201004,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.802946,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201005,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.751075,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201006,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.743294,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201007,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.773104,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201008,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.654037,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201009,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.477183,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201010,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.562423,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201011,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.532509,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201012,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.523287,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201101,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.611336,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201102,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.901832,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201103,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.889997,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201104,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.931465,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201105,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.919774,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201106,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.672372,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201107,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.839943,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201108,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.096327,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201109,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.95515,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201110,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,2.004928,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201111,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.901117,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201112,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.808728,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201201,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.62097,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201202,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.910417,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201203,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.818864,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201204,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.938212,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201205,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.900346,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201206,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.939525,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201207,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.781009,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201208,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.682848,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201209,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.700969,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201210,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.737084,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201211,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.767121,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201212,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.691375,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201301,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.650301,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201302,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.571903,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201303,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.408923,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201304,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.376864,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201305,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.498371,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201306,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.404086,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201307,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.442525,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201308,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.41635,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201309,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.424551,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201310,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.416314,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201311,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.44726,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201312,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.398773,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201401,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.327521,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201402,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.329888,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201403,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.247571,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201404,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.165185,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201405,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.176317,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201406,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.162766,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201407,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.120675,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201408,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.099765,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201409,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.110718,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201410,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.153833,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201411,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.163258,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201412,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.113943,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201501,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.039708,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201502,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
지수종류별,1.050748,13102792819A.0703,M,%,13103792819T1,DT_343_2010_S0032,배당수익률,코스피 배당수익률,201503,2026-01-19,KOSPI SmallCap,소형주,%,dividend yield,343
